FileName,Label,FileContent
LogFrequencyArrayAlgorithm.java,log-6.9.380,"['util', 'array', 'list', 'util', 'hash', 'map', 'util', 'list', 'util', 'map', 'org', 'deckfour', 'xe', 'model', 'xevent', 'org', 'deckfour', 'xe', 'model', 'xtrace', 'org', 'processmin', 'framework', 'plugin', 'plugin', 'context', 'org', 'processmin', 'log', 'model', 'event', 'log', 'array', 'org', 'processmin', 'log', 'model', 'log', 'frequenc', 'array', 'org', 'processmin', 'log', 'model', 'impl', 'log', 'frequenc', 'factori', 'org', 'processmin', 'log', 'paramet', 'log', 'frequenc', 'paramet', 'org', 'processmining', 'log', 'algorithms']"
LowFrequencyFilterAlgorithm.java,log-6.9.380,"['util', 'array', 'list', 'util', 'collect', 'util', 'collect', 'util', 'hash', 'map', 'util', 'hash', 'set', 'util', 'list', 'util', 'map', 'org', 'deckfour', 'xe', 'model', 'xevent', 'org', 'deckfour', 'xe', 'model', 'xlog', 'org', 'deckfour', 'xe', 'model', 'xtrace', 'org', 'processmin', 'framework', 'plugin', 'plugin', 'context', 'org', 'processmin', 'log', 'paramet', 'log', 'filter', 'paramet', 'org', 'processmin', 'log', 'paramet', 'low', 'frequenc', 'filter', 'paramet', 'org', 'processmining', 'log', 'algorithms']"
LowOccurrencesFilterAlgorithm.java,log-6.9.380,"['util', 'array', 'list', 'util', 'collect', 'util', 'hash', 'map', 'util', 'hash', 'set', 'util', 'list', 'util', 'map', 'org', 'deckfour', 'xe', 'model', 'xevent', 'org', 'deckfour', 'xe', 'model', 'xlog', 'org', 'deckfour', 'xe', 'model', 'xtrace', 'org', 'processmin', 'framework', 'plugin', 'plugin', 'context', 'org', 'processmin', 'log', 'paramet', 'log', 'filter', 'paramet', 'org', 'processmin', 'log', 'paramet', 'low', 'occurr', 'filter', 'paramet', 'org', 'processmining', 'log', 'algorithms']"
MergeLogsAlgorithm.java,log-6.9.380,"['text', 'date', 'format', 'text', 'simpl', 'date', 'format', 'util', 'array', 'util', 'collect', 'util', 'date', 'util', 'hash', 'set', 'util', 'concurr', 'time', 'unit', 'org', 'deckfour', 'xe', 'extens', 'std', 'xconcept', 'extens', 'org', 'deckfour', 'xe', 'extens', 'std', 'xtime', 'extens', 'org', 'deckfour', 'xe', 'factori', 'xfactori', 'registri', 'org', 'deckfour', 'xe', 'model', 'xattribut', 'org', 'deckfour', 'xe', 'model', 'xattribut', 'continu', 'org', 'deckfour', 'xe', 'model', 'xattribut', 'discret', 'org', 'deckfour', 'xe', 'model', 'xattribut', 'liter', 'org', 'deckfour', 'xe', 'model', 'xattribut', 'timestamp', 'org', 'deckfour', 'xe', 'model', 'xevent', 'org', 'deckfour', 'xe', 'model', 'xlog', 'org', 'deckfour', 'xe', 'model', 'xtrace', 'org', 'processmin', 'framework', 'plugin', 'plugin', 'context', 'org', 'processmin', 'log', 'paramet', 'merg', 'log', 'paramet', 'org', 'processmining', 'log', 'algorithms']"
SplitLogAlgorithm.java,log-6.9.380,"['util', 'array', 'util', 'set', 'util', 'tree', 'set', 'org', 'deckfour', 'xe', 'extens', 'std', 'xconcept', 'extens', 'org', 'deckfour', 'xe', 'factori', 'xfactori', 'org', 'deckfour', 'xe', 'factori', 'xfactori', 'registri', 'org', 'deckfour', 'xe', 'model', 'xattribut', 'org', 'deckfour', 'xe', 'model', 'xattribut', 'liter', 'org', 'deckfour', 'xe', 'model', 'xattribut', 'map', 'org', 'deckfour', 'xe', 'model', 'xevent', 'org', 'deckfour', 'xe', 'model', 'xlog', 'org', 'deckfour', 'xe', 'model', 'xtrace', 'org', 'processmin', 'framework', 'plugin', 'plugin', 'context', 'org', 'processmin', 'log', 'paramet', 'split', 'log', 'paramet', 'org', 'processmining', 'log', 'algorithms']"
HighFrequencyFilterConnection.java,log-6.9.380,"['org', 'deckfour', 'xe', 'model', 'xlog', 'org', 'processmin', 'framework', 'connect', 'impl', 'abstract', 'connect', 'org', 'processmin', 'log', 'paramet', 'high', 'frequenc', 'filter', 'paramet', 'org', 'processmining', 'log', 'connections']"
LogCentralityConnection.java,log-6.9.380,"['org', 'deckfour', 'xe', 'model', 'xlog', 'org', 'processmin', 'framework', 'connect', 'impl', 'abstract', 'connect', 'org', 'processmin', 'log', 'model', 'log', 'central', 'org', 'processmin', 'log', 'paramet', 'log', 'central', 'paramet', 'org', 'processmining', 'log', 'connections']"
LogCentralityFilterConnection.java,log-6.9.380,"['org', 'deckfour', 'xe', 'model', 'xlog', 'org', 'processmin', 'framework', 'connect', 'impl', 'abstract', 'connect', 'org', 'processmin', 'log', 'model', 'log', 'central', 'org', 'processmin', 'log', 'paramet', 'log', 'central', 'filter', 'paramet', 'org', 'processmining', 'log', 'connections']"
LogFrequencyConnection.java,log-6.9.380,"['org', 'deckfour', 'xe', 'model', 'xlog', 'org', 'processmin', 'framework', 'connect', 'impl', 'abstract', 'connect', 'org', 'processmin', 'log', 'model', 'log', 'frequenc', 'org', 'processmin', 'log', 'paramet', 'log', 'frequenc', 'paramet', 'org', 'processmining', 'log', 'connections']"
LowFrequencyFilterConnection.java,log-6.9.380,"['org', 'deckfour', 'xe', 'model', 'xlog', 'org', 'processmin', 'framework', 'connect', 'impl', 'abstract', 'connect', 'org', 'processmin', 'log', 'paramet', 'low', 'frequenc', 'filter', 'paramet', 'org', 'processmining', 'log', 'connections']"
LowOccurrencesFilterConnection.java,log-6.9.380,"['org', 'deckfour', 'xe', 'model', 'xlog', 'org', 'processmin', 'framework', 'connect', 'impl', 'abstract', 'connect', 'org', 'processmin', 'log', 'paramet', 'low', 'occurr', 'filter', 'paramet', 'org', 'processmining', 'log', 'connections']"
AbstractCSVFile.java,log-6.9.380,"['io', 'file', 'input', 'stream', 'io', 'ioexcept', 'io', 'input', 'stream', 'nio', 'file', 'path', 'util', 'zip', 'gzipinput', 'stream', 'util', 'zip', 'zip', 'entri', 'util', 'zip', 'zip', 'input', 'stream', 'com', 'googl', 'common', 'io', 'file', 'org', 'processmining', 'log', 'csv']"
CSVConfig.java,log-6.9.380,"['io', 'buffer', 'reader', 'io', 'file', 'input', 'stream', 'io', 'file', 'not', 'found', 'except', 'io', 'ioexcept', 'io', 'input', 'stream', 'reader', 'nio', 'charset', 'charset', 'util', 'hash', 'map', 'util', 'map', 'org', 'apach', 'common', 'lang', 'util', 'org', 'mozilla', 'universalchardet', 'univers', 'detector', 'org', 'processmin', 'log', 'csv', 'csvfile', 'org', 'processmin', 'log', 'csvimport', 'except', 'csvconvers', 'except', 'paramet', 'e', 'org', 'processmining', 'log', 'csv', 'config']"
CSVEscapeCharacter.java,log-6.9.380,"['org', 'processmining', 'log', 'csv', 'config']"
CSVQuoteCharacter.java,log-6.9.380,"['org', 'processmining', 'log', 'csv', 'config']"
CSVSeperator.java,log-6.9.380,"['org', 'processmining', 'log', 'csv', 'config']"
CSVFile.java,log-6.9.380,"['io', 'file', 'not', 'found', 'except', 'io', 'ioexcept', 'io', 'input', 'stream', 'nio', 'file', 'path', 'org', 'processmin', 'log', 'csv', 'config', 'csvconfig', 'org', 'processmining', 'log', 'csv']"
CSVFileReferenceOpenCSVImpl.java,log-6.9.380,"['io', 'ioexcept', 'nio', 'file', 'path', 'org', 'processmin', 'log', 'csv', 'config', 'csvconfig', 'org', 'processmining', 'log', 'csv']"
CSVFileReferenceUnivocityImpl.java,log-6.9.380,"['io', 'ioexcept', 'nio', 'file', 'path', 'org', 'processmin', 'log', 'csv', 'config', 'csvconfig', 'com', 'univoc', 'parser', 'common', 'text', 'pars', 'except', 'org', 'processmining', 'log', 'csv']"
CSVOpenCSVImpl.java,log-6.9.380,"['io', 'buffer', 'reader', 'io', 'buffer', 'writer', 'io', 'ioexcept', 'io', 'input', 'stream', 'io', 'input', 'stream', 'reader', 'io', 'output', 'stream', 'io', 'output', 'stream', 'writer', 'io', 'unsupport', 'encod', 'except', 'org', 'processmin', 'log', 'csv', 'config', 'csvconfig', 'au', 'com', 'bytecod', 'opencsv', 'csvparser', 'au', 'com', 'bytecod', 'opencsv', 'csvreader', 'au', 'com', 'bytecod', 'opencsv', 'csvwriter', 'org', 'processmining', 'log', 'csv']"
CSVUnivocityImpl.java,log-6.9.380,"['io', 'buffer', 'reader', 'io', 'ioexcept', 'io', 'input', 'stream', 'io', 'input', 'stream', 'reader', 'io', 'output', 'stream', 'io', 'output', 'stream', 'writer', 'io', 'unsupport', 'encod', 'except', 'org', 'apach', 'common', 'io', 'input', 'bominput', 'stream', 'org', 'processmin', 'log', 'csv', 'config', 'csvconfig', 'com', 'univoc', 'parser', 'csv', 'csv', 'parser', 'com', 'univoc', 'parser', 'csv', 'csv', 'parser', 'set', 'com', 'univoc', 'parser', 'csv', 'csv', 'writer', 'com', 'univoc', 'parser', 'csv', 'csv', 'writer', 'set', 'org', 'processmining', 'log', 'csv']"
ICSV.java,log-6.9.380,"['io', 'ioexcept', 'io', 'input', 'stream', 'io', 'output', 'stream', 'org', 'processmin', 'log', 'csv', 'config', 'csvconfig', 'org', 'processmining', 'log', 'csv']"
ICSVReader.java,log-6.9.380,"['io', 'ioexcept', 'org', 'processmining', 'log', 'csv']"
ICSVWriter.java,log-6.9.380,"['io', 'ioexcept', 'org', 'processmining', 'log', 'csv']"
CSVViewer.java,log-6.9.380,"['javax', 'swing', 'jcompon', 'org', 'processmin', 'context', 'uitopia', 'uiplugin', 'context', 'org', 'processmin', 'context', 'uitopia', 'annot', 'visual', 'org', 'processmin', 'framework', 'plugin', 'annot', 'plugin', 'org', 'processmin', 'framework', 'plugin', 'annot', 'plugin', 'level', 'org', 'processmin', 'log', 'csv', 'csvfile', 'org', 'processmin', 'log', 'csv', 'config', 'csvconfig', 'org', 'processmin', 'log', 'csvimport', 'except', 'csvconvers', 'except', 'org', 'processmining', 'log', 'csv', 'plugin']"
CSVViewerPanel.java,log-6.9.380,"['awt', 'font', 'awt', 'event', 'action', 'event', 'awt', 'event', 'action', 'listen', 'io', 'ioexcept', 'nio', 'charset', 'charset', 'util', 'list', 'javax', 'swing', 'box', 'layout', 'javax', 'swing', 'group', 'layout', 'javax', 'swing', 'group', 'layout', 'align', 'javax', 'swing', 'group', 'layout', 'parallel', 'group', 'javax', 'swing', 'group', 'layout', 'sequenti', 'group', 'javax', 'swing', 'jlabel', 'javax', 'swing', 'joption', 'pane', 'javax', 'swing', 'jpanel', 'javax', 'swing', 'swing', 'constant', 'javax', 'swing', 'swing', 'worker', 'org', 'processmin', 'framework', 'util', 'ui', 'widget', 'pro', 'mcombo', 'box', 'org', 'processmin', 'framework', 'util', 'ui', 'widget', 'helper', 'pro', 'muihelp', 'org', 'processmin', 'log', 'csv', 'csvfile', 'org', 'processmin', 'log', 'csv', 'icsvread', 'org', 'processmin', 'log', 'csv', 'config', 'csvconfig', 'org', 'processmin', 'log', 'csv', 'config', 'csvquot', 'charact', 'org', 'processmin', 'log', 'csv', 'config', 'csvseper', 'org', 'processmin', 'log', 'csvimport', 'ui', 'preview', 'csvpreview', 'panel', 'com', 'fluxicon', 'slickerbox', 'factori', 'slicker', 'factori', 'org', 'processmining', 'log', 'csv', 'plugin']"
CSVExportPlugin.java,log-6.9.380,"['io', 'file', 'io', 'ioexcept', 'org', 'processmin', 'context', 'uitopia', 'annot', 'uiexport', 'plugin', 'org', 'processmin', 'context', 'uitopia', 'annot', 'uitopia', 'variant', 'org', 'processmin', 'framework', 'plugin', 'plugin', 'context', 'org', 'processmin', 'framework', 'plugin', 'annot', 'plugin', 'org', 'processmin', 'framework', 'plugin', 'annot', 'plugin', 'level', 'org', 'processmin', 'framework', 'plugin', 'annot', 'plugin', 'variant', 'org', 'processmin', 'log', 'csv', 'csvfile', 'com', 'googl', 'common', 'io', 'file', 'org', 'processmining', 'log', 'csvexport']"
ExportLogCsv.java,log-6.9.380,"['io', 'file', 'io', 'file', 'output', 'stream', 'io', 'ioexcept', 'util', 'hash', 'map', 'util', 'link', 'list', 'util', 'list', 'org', 'deckfour', 'xe', 'extens', 'std', 'xconcept', 'extens', 'org', 'deckfour', 'xe', 'extens', 'std', 'xlifecycl', 'extens', 'org', 'deckfour', 'xe', 'factori', 'xfactori', 'org', 'deckfour', 'xe', 'factori', 'xfactori', 'registri', 'org', 'deckfour', 'xe', 'model', 'xevent', 'org', 'deckfour', 'xe', 'model', 'xlog', 'org', 'deckfour', 'xe', 'model', 'xtrace', 'org', 'deckfour', 'xe', 'out', 'xserial', 'org', 'processmin', 'context', 'uitopia', 'uiplugin', 'context', 'org', 'processmin', 'context', 'uitopia', 'annot', 'uiexport', 'plugin', 'org', 'processmin', 'context', 'uitopia', 'annot', 'uitopia', 'variant', 'org', 'processmin', 'framework', 'plugin', 'annot', 'plugin', 'org', 'processmin', 'framework', 'plugin', 'annot', 'plugin', 'level', 'org', 'processmin', 'framework', 'plugin', 'annot', 'plugin', 'variant', 'org', 'processmining', 'log', 'csvexport']"
XesCsvSerializer.java,log-6.9.380,"['io', 'ioexcept', 'io', 'output', 'stream', 'io', 'output', 'stream', 'writer', 'util', 'array', 'list', 'util', 'date', 'util', 'hash', 'map', 'util', 'hash', 'set', 'util', 'list', 'util', 'list', 'iter', 'util', 'map', 'util', 'set', 'org', 'apach', 'common', 'lang', 'time', 'fast', 'date', 'format', 'org', 'deckfour', 'xe', 'extens', 'std', 'xconcept', 'extens', 'org', 'deckfour', 'xe', 'extens', 'std', 'xlifecycl', 'extens', 'org', 'deckfour', 'xe', 'extens', 'std', 'xlifecycl', 'extens', 'standard', 'model', 'org', 'deckfour', 'xe', 'extens', 'std', 'xtime', 'extens', 'org', 'deckfour', 'xe', 'info', 'xattribut', 'info', 'org', 'deckfour', 'xe', 'info', 'xlog', 'info', 'org', 'deckfour', 'xe', 'info', 'xlog', 'info', 'factori', 'org', 'deckfour', 'xe', 'log', 'xlog', 'org', 'deckfour', 'xe', 'model', 'xattribut', 'org', 'deckfour', 'xe', 'model', 'xattribut', 'timestamp', 'org', 'deckfour', 'xe', 'model', 'xevent', 'org', 'deckfour', 'xe', 'model', 'xlog', 'org', 'deckfour', 'xe', 'model', 'xtrace', 'org', 'deckfour', 'xe', 'out', 'xserial', 'org', 'processmin', 'log', 'util', 'xutil', 'au', 'com', 'bytecod', 'opencsv', 'csvwriter', 'org', 'processmining', 'log', 'csvexport']"
CSVConversionConfig.java,log-6.9.380,"['io', 'ioexcept', 'text', 'date', 'format', 'text', 'decim', 'format', 'text', 'format', 'text', 'messag', 'format', 'text', 'pars', 'posit', 'text', 'simpl', 'date', 'format', 'util', 'array', 'list', 'util', 'collect', 'util', 'collect', 'util', 'date', 'util', 'hash', 'map', 'util', 'hash', 'set', 'util', 'list', 'util', 'local', 'util', 'map', 'util', 'set', 'util', 'regex', 'pattern', 'org', 'deckfour', 'xe', 'extens', 'xextens', 'org', 'deckfour', 'xe', 'extens', 'std', 'xconcept', 'extens', 'org', 'deckfour', 'xe', 'extens', 'std', 'xcost', 'extens', 'org', 'deckfour', 'xe', 'extens', 'std', 'xlifecycl', 'extens', 'org', 'deckfour', 'xe', 'extens', 'std', 'xorganiz', 'extens', 'org', 'deckfour', 'xe', 'extens', 'std', 'xtime', 'extens', 'org', 'deckfour', 'xe', 'factori', 'xfactori', 'org', 'deckfour', 'xe', 'factori', 'xfactori', 'registri', 'org', 'deckfour', 'xe', 'model', 'xattribut', 'org', 'processmin', 'log', 'csv', 'csvfile', 'org', 'processmin', 'log', 'csv', 'icsvread', 'org', 'processmin', 'log', 'csv', 'config', 'csvconfig', 'org', 'processmin', 'log', 'csvimport', 'except', 'csvconvers', 'except', 'org', 'processmin', 'log', 'format', 'standard', 'date', 'format', 'com', 'googl', 'common', 'collect', 'immut', 'list', 'org', 'processmining', 'log', 'csvimport', 'config']"
CSVConversion.java,log-6.9.380,"['io', 'file', 'io', 'file', 'input', 'stream', 'io', 'ioexcept', 'io', 'input', 'stream', 'lang', 'reflect', 'invoc', 'target', 'except', 'lang', 'reflect', 'method', 'nio', 'file', 'file', 'text', 'date', 'format', 'text', 'messag', 'format', 'text', 'pars', 'except', 'text', 'pars', 'posit', 'text', 'simpl', 'date', 'format', 'util', 'date', 'util', 'hash', 'map', 'util', 'map', 'util', 'regex', 'pattern', 'org', 'deckfour', 'xe', 'factori', 'xfactori', 'org', 'deckfour', 'xe', 'model', 'xlog', 'org', 'processmin', 'framework', 'plugin', 'progress', 'org', 'processmin', 'log', 'csv', 'csvfile', 'org', 'processmin', 'log', 'csv', 'csvfile', 'refer', 'open', 'csvimpl', 'org', 'processmin', 'log', 'csv', 'icsvread', 'org', 'processmin', 'log', 'csv', 'config', 'csvconfig', 'org', 'processmin', 'log', 'csvimport', 'config', 'csvconvers', 'config', 'org', 'processmin', 'log', 'csvimport', 'config', 'csvconvers', 'config', 'csvempti', 'cell', 'handl', 'mode', 'org', 'processmin', 'log', 'csvimport', 'config', 'csvconvers', 'config', 'csverror', 'handl', 'mode', 'org', 'processmin', 'log', 'csvimport', 'config', 'csvconvers', 'config', 'csvmap', 'org', 'processmin', 'log', 'csvimport', 'except', 'csvconvers', 'config', 'except', 'org', 'processmin', 'log', 'csvimport', 'except', 'csvconvers', 'except', 'org', 'processmin', 'log', 'csvimport', 'except', 'csvsort', 'except', 'org', 'processmin', 'log', 'csvimport', 'handler', 'csvconvers', 'handler', 'org', 'processmin', 'log', 'csvimport', 'handler', 'xesconvers', 'handler', 'impl', 'com', 'googl', 'common', 'collect', 'object', 'array', 'com', 'googl', 'common', 'collect', 'order', 'com', 'googl', 'common', 'primit', 'int', 'com', 'ning', 'compress', 'lzf', 'lzfinput', 'stream', 'org', 'processmining', 'log', 'csvimport']"
CSVConversionCLI.java,log-6.9.380,"['io', 'file', 'io', 'ioexcept', 'io', 'print', 'stream', 'org', 'apach', 'common', 'cli', 'command', 'line', 'org', 'apach', 'common', 'cli', 'command', 'line', 'parser', 'org', 'apach', 'common', 'cli', 'help', 'formatt', 'org', 'apach', 'common', 'cli', 'option', 'org', 'apach', 'common', 'cli', 'option', 'builder', 'org', 'apach', 'common', 'cli', 'option', 'org', 'apach', 'common', 'cli', 'pars', 'except', 'org', 'apach', 'common', 'cli', 'posix', 'parser', 'org', 'deckfour', 'xe', 'model', 'xlog', 'org', 'processmin', 'log', 'csv', 'csvfile', 'org', 'processmin', 'log', 'csv', 'csvfile', 'refer', 'univoc', 'impl', 'org', 'processmin', 'log', 'csv', 'config', 'csvconfig', 'org', 'processmin', 'log', 'csvimport', 'csvconvers', 'convers', 'result', 'org', 'processmin', 'log', 'csvimport', 'csvconvers', 'progress', 'listen', 'org', 'processmin', 'log', 'csvimport', 'config', 'csvconvers', 'config', 'org', 'processmin', 'log', 'csvimport', 'except', 'csvconvers', 'config', 'except', 'org', 'processmin', 'log', 'csvimport', 'except', 'csvconvers', 'except', 'org', 'processmin', 'log', 'util', 'xutil', 'com', 'googl', 'common', 'collect', 'immut', 'list', 'org', 'processmining', 'log', 'csvimport']"
CSVConversionPlugin.java,log-6.9.380,"['io', 'ioexcept', 'javax', 'swing', 'joption', 'pane', 'org', 'deckfour', 'uitopia', 'api', 'event', 'task', 'listen', 'interact', 'result', 'org', 'deckfour', 'xe', 'model', 'xlog', 'org', 'processmin', 'context', 'uitopia', 'uiplugin', 'context', 'org', 'processmin', 'context', 'uitopia', 'annot', 'uitopia', 'variant', 'org', 'processmin', 'framework', 'plugin', 'plugin', 'context', 'org', 'processmin', 'framework', 'plugin', 'progress', 'org', 'processmin', 'framework', 'plugin', 'annot', 'plugin', 'org', 'processmin', 'framework', 'plugin', 'annot', 'plugin', 'level', 'org', 'processmin', 'framework', 'plugin', 'event', 'logger', 'messag', 'level', 'org', 'processmin', 'framework', 'util', 'ui', 'widget', 'helper', 'pro', 'muihelp', 'org', 'processmin', 'log', 'csv', 'csvfile', 'org', 'processmin', 'log', 'csv', 'config', 'csvconfig', 'org', 'processmin', 'log', 'csvimport', 'csvconvers', 'convers', 'result', 'org', 'processmin', 'log', 'csvimport', 'csvconvers', 'progress', 'listen', 'org', 'processmin', 'log', 'csvimport', 'config', 'csvconvers', 'config', 'org', 'processmin', 'log', 'csvimport', 'except', 'csvconvers', 'config', 'except', 'org', 'processmin', 'log', 'csvimport', 'except', 'csvconvers', 'except', 'org', 'processmin', 'log', 'csvimport', 'handler', 'xesconvers', 'handler', 'impl', 'org', 'processmin', 'log', 'csvimport', 'ui', 'convers', 'config', 'ui', 'org', 'processmin', 'log', 'csvimport', 'ui', 'expert', 'config', 'ui', 'org', 'processmin', 'log', 'csvimport', 'ui', 'import', 'config', 'ui', 'com', 'googl', 'common', 'base', 'throwabl', 'org', 'processmining', 'log', 'csvimport']"
CSVImportPlugin.java,log-6.9.380,"['io', 'input', 'stream', 'org', 'deckfour', 'xe', 'model', 'xlog', 'org', 'processmin', 'framework', 'abstractplugin', 'abstract', 'import', 'plugin', 'org', 'processmin', 'framework', 'plugin', 'plugin', 'context', 'org', 'processmin', 'log', 'csv', 'csvfile', 'org', 'processmin', 'log', 'csv', 'csvfile', 'refer', 'open', 'csvimpl', 'org', 'processmining', 'log', 'csvimport']"
CSVImportPluginUnivocity.java,log-6.9.380,"['io', 'input', 'stream', 'org', 'deckfour', 'xe', 'model', 'xlog', 'org', 'processmin', 'context', 'uitopia', 'annot', 'uiimport', 'plugin', 'org', 'processmin', 'framework', 'abstractplugin', 'abstract', 'import', 'plugin', 'org', 'processmin', 'framework', 'plugin', 'plugin', 'context', 'org', 'processmin', 'framework', 'plugin', 'annot', 'plugin', 'org', 'processmin', 'framework', 'plugin', 'annot', 'plugin', 'level', 'org', 'processmin', 'log', 'csv', 'csvfile', 'org', 'processmin', 'log', 'csv', 'csvfile', 'refer', 'univoc', 'impl', 'org', 'processmining', 'log', 'csvimport']"
CSVSorter.java,log-6.9.380,"['io', 'file', 'io', 'file', 'output', 'stream', 'io', 'ioexcept', 'io', 'input', 'stream', 'io', 'output', 'stream', 'nio', 'file', 'file', 'text', 'messag', 'format', 'util', 'compar', 'util', 'iter', 'util', 'concurr', 'callabl', 'util', 'concurr', 'execut', 'except', 'util', 'concurr', 'executor', 'servic', 'util', 'concurr', 'executor', 'util', 'concurr', 'futur', 'util', 'concurr', 'time', 'unit', 'org', 'processmin', 'log', 'csv', 'csvfile', 'org', 'processmin', 'log', 'csv', 'icsvread', 'org', 'processmin', 'log', 'csv', 'icsvwrit', 'org', 'processmin', 'log', 'csv', 'config', 'csvconfig', 'org', 'processmin', 'log', 'csvimport', 'csvconvers', 'progress', 'listen', 'org', 'processmin', 'log', 'csvimport', 'except', 'csvsort', 'except', 'com', 'fasterxml', 'sort', 'data', 'reader', 'com', 'fasterxml', 'sort', 'data', 'reader', 'factori', 'com', 'fasterxml', 'sort', 'data', 'writer', 'com', 'fasterxml', 'sort', 'data', 'writer', 'factori', 'com', 'fasterxml', 'sort', 'iter', 'sorter', 'com', 'fasterxml', 'sort', 'sort', 'config', 'com', 'fasterxml', 'sort', 'sort', 'state', 'phase', 'com', 'fasterxml', 'sort', 'temp', 'file', 'provid', 'com', 'ning', 'compress', 'lzf', 'lzfinput', 'stream', 'com', 'ning', 'compress', 'lzf', 'parallel', 'plzfoutput', 'stream', 'org', 'processmining', 'log', 'csvimport']"
CSVConversionConfigException.java,log-6.9.380,"['org', 'processmining', 'log', 'csvimport', 'exception']"
CSVConversionException.java,log-6.9.380,"['org', 'processmining', 'log', 'csvimport', 'exception']"
CSVSortException.java,log-6.9.380,"['org', 'processmining', 'log', 'csvimport', 'exception']"
CSVConversionHandler.java,log-6.9.380,"['util', 'date', 'org', 'processmin', 'log', 'csv', 'csvfile', 'org', 'processmin', 'log', 'csvimport', 'except', 'csvconvers', 'except', 'org', 'processmining', 'log', 'csvimport', 'handler']"
XESConversionHandlerImpl.java,log-6.9.380,"['util', 'array', 'list', 'util', 'array', 'util', 'collect', 'util', 'compar', 'util', 'date', 'util', 'list', 'org', 'deckfour', 'xe', 'extens', 'xextens', 'org', 'deckfour', 'xe', 'extens', 'std', 'xconcept', 'extens', 'org', 'deckfour', 'xe', 'extens', 'std', 'xlifecycl', 'extens', 'org', 'deckfour', 'xe', 'extens', 'std', 'xlifecycl', 'extens', 'standard', 'model', 'org', 'deckfour', 'xe', 'extens', 'std', 'xtime', 'extens', 'org', 'deckfour', 'xe', 'factori', 'xfactori', 'org', 'deckfour', 'xe', 'info', 'impl', 'xlog', 'info', 'impl', 'org', 'deckfour', 'xe', 'model', 'xattribut', 'org', 'deckfour', 'xe', 'model', 'xattribut', 'org', 'deckfour', 'xe', 'model', 'xattribut', 'boolean', 'org', 'deckfour', 'xe', 'model', 'xattribut', 'continu', 'org', 'deckfour', 'xe', 'model', 'xattribut', 'discret', 'org', 'deckfour', 'xe', 'model', 'xattribut', 'liter', 'org', 'deckfour', 'xe', 'model', 'xattribut', 'timestamp', 'org', 'deckfour', 'xe', 'model', 'xevent', 'org', 'deckfour', 'xe', 'model', 'xlog', 'org', 'deckfour', 'xe', 'model', 'xtrace', 'org', 'processmin', 'log', 'csv', 'csvfile', 'org', 'processmin', 'log', 'csv', 'config', 'csvconfig', 'org', 'processmin', 'log', 'csvimport', 'config', 'csvconvers', 'config', 'org', 'processmin', 'log', 'csvimport', 'config', 'csvconvers', 'config', 'csverror', 'handl', 'mode', 'org', 'processmin', 'log', 'csvimport', 'config', 'csvconvers', 'config', 'csvmap', 'org', 'processmin', 'log', 'csvimport', 'config', 'csvconvers', 'config', 'extens', 'attribut', 'org', 'processmin', 'log', 'csvimport', 'except', 'csvconvers', 'except', 'org', 'processmin', 'log', 'util', 'xutil', 'com', 'googl', 'common', 'collect', 'order', 'org', 'processmining', 'log', 'csvimport', 'handler']"
StringBasedImportOrdering.java,log-6.9.380,"['com', 'googl', 'common', 'collect', 'order', 'org', 'processmining', 'log', 'csvimport']"
ConversionConfigUI.java,log-6.9.380,"['awt', 'color', 'awt', 'dimens', 'awt', 'event', 'action', 'event', 'awt', 'event', 'action', 'listen', 'awt', 'event', 'adjust', 'event', 'awt', 'event', 'adjust', 'listen', 'awt', 'event', 'key', 'adapt', 'awt', 'event', 'key', 'event', 'io', 'ioexcept', 'text', 'simpl', 'date', 'format', 'util', 'list', 'javax', 'swing', 'default', 'combo', 'box', 'model', 'javax', 'swing', 'group', 'layout', 'javax', 'swing', 'group', 'layout', 'align', 'javax', 'swing', 'group', 'layout', 'parallel', 'group', 'javax', 'swing', 'group', 'layout', 'sequenti', 'group', 'javax', 'swing', 'jbutton', 'javax', 'swing', 'jlabel', 'javax', 'swing', 'joption', 'pane', 'javax', 'swing', 'swing', 'worker', 'javax', 'swing', 'timer', 'javax', 'swing', 'event', 'list', 'data', 'event', 'javax', 'swing', 'event', 'list', 'data', 'listen', 'org', 'processmin', 'framework', 'util', 'ui', 'widget', 'pro', 'mcombo', 'box', 'org', 'processmin', 'framework', 'util', 'ui', 'widget', 'pro', 'mlist', 'sortabl', 'with', 'combo', 'box', 'org', 'processmin', 'framework', 'util', 'ui', 'widget', 'pro', 'mtext', 'field', 'org', 'processmin', 'framework', 'util', 'ui', 'widget', 'helper', 'pro', 'muihelp', 'org', 'processmin', 'log', 'csv', 'csvfile', 'org', 'processmin', 'log', 'csv', 'icsvread', 'org', 'processmin', 'log', 'csv', 'config', 'csvconfig', 'org', 'processmin', 'log', 'csvimport', 'config', 'csvconvers', 'config', 'org', 'processmin', 'log', 'csvimport', 'config', 'csvconvers', 'config', 'csvmap', 'org', 'processmin', 'log', 'csvimport', 'ui', 'preview', 'csvpreview', 'frame', 'com', 'fluxicon', 'slickerbox', 'compon', 'slicker', 'button', 'com', 'fluxicon', 'slickerbox', 'factori', 'slicker', 'factori', 'com', 'googl', 'common', 'collect', 'list', 'org', 'processmining', 'log', 'csvimport', 'ui']"
